run_id,timestamp_utc,train_dataset,model_type,seed,train_n,val_n,vocab_size,embed_dim,max_len,lstm_units,dropout,lr,batch_size,epochs,time_train_s,time_eval_s,time_total_s,tf,keras,gensim,numpy,pandas,sklearn,test_set,accuracy,auc,aod,test_n,oov_rate,pair_seed,order_in_pair,pair_order
91d78fb1-c93a-45a8-b1b9-0229e58a3767,2026-01-21T23:38:24Z,cassandra,onehot,446844309,993,332,59,100,100,128,0.2,0.001,24,100,437.69227153980427,4.337616550049488,457.07925258904595,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,wicket,0.24438343316013936,0.5666826232334387,0.5792900175654632,473,3e-05,446844309,0,onehot > ordinal
5727a8f1-8a6f-45ef-9a6e-131b87d30ddc,2026-01-21T23:42:03Z,cassandra,ordinal,446844309,993,332,59,100,100,128,0.2,0.001,24,100,603.3518607600693,7.544157552766361,624.7267588794859,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,test_internal,0.49601946537912817,0.7535090564682354,0.7236916805096809,332,0.0,446844309,1,onehot > ordinal
5727a8f1-8a6f-45ef-9a6e-131b87d30ddc,2026-01-21T23:42:03Z,cassandra,ordinal,446844309,993,332,59,100,100,128,0.2,0.001,24,100,603.3518607600693,7.544157552766361,624.7267588794859,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,karaf,0.31785692683859335,0.627780668910013,0.6317000692447573,692,0.0,446844309,1,onehot > ordinal
5727a8f1-8a6f-45ef-9a6e-131b87d30ddc,2026-01-21T23:42:03Z,cassandra,ordinal,446844309,993,332,59,100,100,128,0.2,0.001,24,100,603.3518607600693,7.544157552766361,624.7267588794859,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,wicket,0.27735939871491716,0.5621155013720096,0.6125375281532375,473,3e-05,446844309,1,onehot > ordinal
32c66076-6c5c-4c62-8584-eb4ca10195f8,2026-01-21T23:46:04Z,cassandra,ordinal,1860853478,993,332,59,100,100,128,0.2,0.001,24,100,404.64366070286394,6.698209251597055,421.57258887800504,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,test_internal,0.4777189203579811,0.7777176303313865,0.7004565405146118,332,0.0,1860853478,0,ordinal > onehot
32c66076-6c5c-4c62-8584-eb4ca10195f8,2026-01-21T23:46:04Z,cassandra,ordinal,1860853478,993,332,59,100,100,128,0.2,0.001,24,100,404.64366070286394,6.698209251597055,421.57258887800504,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,karaf,0.3193860575961345,0.592809186222727,0.6124501796982479,692,0.0,1860853478,0,ordinal > onehot
32c66076-6c5c-4c62-8584-eb4ca10195f8,2026-01-21T23:46:04Z,cassandra,ordinal,1860853478,993,332,59,100,100,128,0.2,0.001,24,100,404.64366070286394,6.698209251597055,421.57258887800504,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,wicket,0.27673203500136817,0.618738831105762,0.622393738592375,473,3e-05,1860853478,0,ordinal > onehot
754a6754-1e43-434f-81bd-9061434cc24f,2026-01-21T23:57:25Z,cassandra,onehot,1860853478,993,332,59,100,100,128,0.2,0.001,24,100,515.7882804550886,2.8907913652198456,531.2151921962,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,test_internal,0.5217375782816274,0.800112061518968,0.7134373598709851,332,0.0,1860853478,1,ordinal > onehot
754a6754-1e43-434f-81bd-9061434cc24f,2026-01-21T23:57:25Z,cassandra,onehot,1860853478,993,332,59,100,100,128,0.2,0.001,24,100,515.7882804550886,2.8907913652198456,531.2151921962,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,karaf,0.29521521548437585,0.5882498943977765,0.6141584572907903,692,0.0,1860853478,1,ordinal > onehot
754a6754-1e43-434f-81bd-9061434cc24f,2026-01-21T23:57:25Z,cassandra,onehot,1860853478,993,332,59,100,100,128,0.2,0.001,24,100,515.7882804550886,2.8907913652198456,531.2151921962,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,wicket,0.22725971471830766,0.6100236389365153,0.5977174572795757,473,3e-05,1860853478,1,ordinal > onehot
5d4b4184-8a22-4a55-9728-5b32a9ebb769,2026-01-22T00:10:37Z,cassandra,onehot,1584978165,993,332,59,100,100,128,0.2,0.001,24,100,932.9707150964223,1.2696502208709717,949.9045092698643,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,test_internal,0.47727654627677735,0.7614289515820096,0.7230380332642078,332,0.0,1584978165,0,onehot > ordinal
5d4b4184-8a22-4a55-9728-5b32a9ebb769,2026-01-22T00:10:37Z,cassandra,onehot,1584978165,993,332,59,100,100,128,0.2,0.001,24,100,932.9707150964223,1.2696502208709717,949.9045092698643,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,karaf,0.27602762881750553,0.5982959117221504,0.6053716643471467,692,0.0,1584978165,0,onehot > ordinal
5d4b4184-8a22-4a55-9728-5b32a9ebb769,2026-01-22T00:10:37Z,cassandra,onehot,1584978165,993,332,59,100,100,128,0.2,0.001,24,100,932.9707150964223,1.2696502208709717,949.9045092698643,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,wicket,0.22630967527154405,0.6178251136274583,0.5405637526512146,473,3e-05,1584978165,0,onehot > ordinal
6c3852df-1500-4570-b80a-78c0b5ffab34,2026-01-22T00:25:54Z,cassandra,ordinal,1584978165,993,332,59,100,100,128,0.2,0.001,24,100,1120.0729742886388,1.546141396377008,1135.7025320633727,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,test_internal,0.4867282187415276,0.7576621766520365,0.7053712859044575,332,0.0,1584978165,1,onehot > ordinal
6c3852df-1500-4570-b80a-78c0b5ffab34,2026-01-22T00:25:54Z,cassandra,ordinal,1584978165,993,332,59,100,100,128,0.2,0.001,24,100,1120.0729742886388,1.546141396377008,1135.7025320633727,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,karaf,0.2806810358658981,0.6084602985852101,0.6220528848847598,692,0.0,1584978165,1,onehot > ordinal
6c3852df-1500-4570-b80a-78c0b5ffab34,2026-01-22T00:25:54Z,cassandra,ordinal,1584978165,993,332,59,100,100,128,0.2,0.001,24,100,1120.0729742886388,1.546141396377008,1135.7025320633727,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,wicket,0.23950567570394063,0.5845021034944781,0.6439748100023367,473,3e-05,1584978165,1,onehot > ordinal
81ca0ef1-d2e9-4775-afb9-57e444ad1e07,2026-01-22T00:31:12Z,cassandra,onehot,1323343727,993,332,59,100,100,128,0.2,0.001,24,100,371.7899422380578,5.409967538370293,392.0611204694794,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,test_internal,0.5018798864985751,0.7905770455438863,0.6991864411506631,332,0.0,1323343727,0,onehot > ordinal
81ca0ef1-d2e9-4775-afb9-57e444ad1e07,2026-01-22T00:31:12Z,cassandra,onehot,1323343727,993,332,59,100,100,128,0.2,0.001,24,100,371.7899422380578,5.409967538370293,392.0611204694794,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,karaf,0.25643094510191555,0.5966235965977793,0.5673316734718061,692,0.0,1323343727,0,onehot > ordinal
81ca0ef1-d2e9-4775-afb9-57e444ad1e07,2026-01-22T00:31:12Z,cassandra,onehot,1323343727,993,332,59,100,100,128,0.2,0.001,24,100,371.7899422380578,5.409967538370293,392.0611204694794,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,wicket,0.21146960116470614,0.5917347315749245,0.5882067949291442,473,3e-05,1323343727,0,onehot > ordinal
c670679d-a1ad-4dd9-aba3-8151bd0b3ca5,2026-01-22T00:44:31Z,cassandra,ordinal,1323343727,993,332,59,100,100,128,0.2,0.001,24,100,561.7895844851305,1.2383675575256348,575.9464961812316,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,test_internal,0.4811307733398753,0.7689864057499901,0.690570989850801,332,0.0,1323343727,1,onehot > ordinal
c670679d-a1ad-4dd9-aba3-8151bd0b3ca5,2026-01-22T00:44:31Z,cassandra,ordinal,1323343727,993,332,59,100,100,128,0.2,0.001,24,100,561.7895844851305,1.2383675575256348,575.9464961812316,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,karaf,0.2914256369519599,0.6197676138049886,0.6265244393837732,692,0.0,1323343727,1,onehot > ordinal
c670679d-a1ad-4dd9-aba3-8151bd0b3ca5,2026-01-22T00:44:31Z,cassandra,ordinal,1323343727,993,332,59,100,100,128,0.2,0.001,24,100,561.7895844851305,1.2383675575256348,575.9464961812316,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,wicket,0.24317208244580965,0.6338519192386941,0.6410694009664111,473,3e-05,1323343727,1,onehot > ordinal
29e21a65-228f-4699-a28e-43954c824024,2026-01-22T00:51:31Z,cassandra,ordinal,864587292,993,332,59,100,100,128,0.2,0.001,24,100,1217.3487001641658,7.292375943930069,1240.1669582471911,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,test_internal,0.4966022407998909,0.7568082535474594,0.7207262161097127,332,0.0,864587292,0,ordinal > onehot
29e21a65-228f-4699-a28e-43954c824024,2026-01-22T00:51:31Z,cassandra,ordinal,864587292,993,332,59,100,100,128,0.2,0.001,24,100,1217.3487001641658,7.292375943930069,1240.1669582471911,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,karaf,0.29559903330273446,0.6305770092359553,0.6428803940888829,692,0.0,864587292,0,ordinal > onehot
29e21a65-228f-4699-a28e-43954c824024,2026-01-22T00:51:31Z,cassandra,ordinal,864587292,993,332,59,100,100,128,0.2,0.001,24,100,1217.3487001641658,7.292375943930069,1240.1669582471911,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,wicket,0.2604384200836118,0.6387671848012493,0.6217664894669338,473,3e-05,864587292,0,ordinal > onehot
90f178e8-64db-4d49-a4a4-d394c352ea8b,2026-01-22T00:55:56Z,cassandra,onehot,864587292,993,332,59,100,100,128,0.2,0.001,24,100,1036.0568158423912,1.9895535379998806,1050.3557092254634,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,test_internal,0.4992883717464572,0.7919096586305524,0.6897278300026245,332,0.0,864587292,1,ordinal > onehot
90f178e8-64db-4d49-a4a4-d394c352ea8b,2026-01-22T00:55:56Z,cassandra,onehot,864587292,993,332,59,100,100,128,0.2,0.001,24,100,1036.0568158423912,1.9895535379998806,1050.3557092254634,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,karaf,0.30164035985603704,0.5870266716464648,0.6045928873840265,692,0.0,864587292,1,ordinal > onehot
90f178e8-64db-4d49-a4a4-d394c352ea8b,2026-01-22T00:55:56Z,cassandra,onehot,864587292,993,332,59,100,100,128,0.2,0.001,24,100,1036.0568158423912,1.9895535379998806,1050.3557092254634,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,wicket,0.19678855480198507,0.5838930644495973,0.5690984303724904,473,3e-05,864587292,1,ordinal > onehot
dc13f373-53f5-4311-a979-c9ab0ba42dcf,2026-01-22T01:01:51Z,cassandra,onehot,1136315325,993,332,59,100,100,128,0.2,0.001,24,100,1509.9209561675555,5.0221103658596125,1528.786047076552,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,test_internal,0.5210511824799147,0.7748001489945816,0.703030865107037,332,0.0,1136315325,0,onehot > ordinal
dc13f373-53f5-4311-a979-c9ab0ba42dcf,2026-01-22T01:01:51Z,cassandra,onehot,1136315325,993,332,59,100,100,128,0.2,0.001,24,100,1509.9209561675555,5.0221103658596125,1528.786047076552,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,karaf,0.2868784871364491,0.5948842607232574,0.6243086034107576,692,0.0,1136315325,0,onehot > ordinal
dc13f373-53f5-4311-a979-c9ab0ba42dcf,2026-01-22T01:01:51Z,cassandra,onehot,1136315325,993,332,59,100,100,128,0.2,0.001,24,100,1509.9209561675555,5.0221103658596125,1528.786047076552,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,wicket,0.2502679827814202,0.620325433055335,0.5698512819076014,473,3e-05,1136315325,0,onehot > ordinal
e367d13b-acb1-497d-9cbb-44e6d7b133f2,2026-01-22T01:16:47Z,cassandra,ordinal,1136315325,993,332,59,100,100,128,0.2,0.001,24,100,1018.3031261410307,2.5887940646423013,1032.5547003288546,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,test_internal,0.4687869557060135,0.7724656794593242,0.7320444602364679,332,0.0,1136315325,1,onehot > ordinal
e367d13b-acb1-497d-9cbb-44e6d7b133f2,2026-01-22T01:16:47Z,cassandra,ordinal,1136315325,993,332,59,100,100,128,0.2,0.001,24,100,1018.3031261410307,2.5887940646423013,1032.5547003288546,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,karaf,0.32278016840435797,0.5982941672877679,0.6058025493870083,692,0.0,1136315325,1,onehot > ordinal
e367d13b-acb1-497d-9cbb-44e6d7b133f2,2026-01-22T01:16:47Z,cassandra,ordinal,1136315325,993,332,59,100,100,128,0.2,0.001,24,100,1018.3031261410307,2.5887940646423013,1032.5547003288546,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,wicket,0.25082264071376964,0.5918196502225282,0.6204586510106063,473,3e-05,1136315325,1,onehot > ordinal
a776c140-7fd2-4b0e-a463-8ddab30cd865,2026-01-22T01:20:31Z,cassandra,onehot,942486977,993,332,59,100,100,128,0.2,0.001,24,100,628.1117102900956,3.7462769228446673,645.9810671248131,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,test_internal,0.5191185401735556,0.7799643644395896,0.6896443416872597,332,0.0,942486977,0,onehot > ordinal
a776c140-7fd2-4b0e-a463-8ddab30cd865,2026-01-22T01:20:31Z,cassandra,onehot,942486977,993,332,59,100,100,128,0.2,0.001,24,100,628.1117102900956,3.7462769228446673,645.9810671248131,1.15.0,2.3.1,3.8.3,1.21.6,1.3.5,0.24.2,karaf,0.30924329744055046,0.6127654860791254,0.557186213376603,692,0.0,942486977,0,onehot > ordinal
